1047,Number_of_workers,6,6,1795,4,0,
1047,Id,7,6,1795,4,0,
1047,Channel_name,8,13,2163198,192,0,
1048,Number_of_lines,0,6,1795,4,0,
1048,Master_log_name,1,5,5439996,10,0,
1048,Master_log_pos,2,6,1800,8,0,
1048,Host,3,13,721150,255,0,
1048,User_name,4,5,5439740,10,0,
1048,User_password,5,5,5439740,10,0,
1048,Port,6,6,1795,4,0,
1048,Connect_retry,7,6,1795,4,0,
1048,Enabled_ssl,8,6,1281,1,0,
1048,Ssl_ca,9,5,5439740,10,0,
1048,Ssl_capath,10,5,5439740,10,0,
1048,Ssl_cert,11,5,5439740,10,0,
1048,Ssl_cipher,12,5,5439740,10,0,
1048,Ssl_key,13,5,5439740,10,0,
1048,Ssl_verify_server_cert,14,6,1281,1,0,
1048,Heartbeat,15,9,1284,4,0,
1048,Bind,16,5,5439740,10,0,
1048,Ignored_server_ids,17,5,5439740,10,0,
1048,Uuid,18,5,5439740,10,0,
1048,Retry_count,19,6,1800,8,0,
1048,Ssl_crl,20,5,5439740,10,0,
1048,Ssl_crlpath,21,5,5439740,10,0,
1048,Enabled_auto_position,22,6,1281,1,0,
1048,Channel_name,23,13,2163198,192,0,
1048,Tls_version,24,5,5439740,10,0,
1048,Public_key_path,25,5,5439740,10,0,
1048,Get_public_key,26,6,1281,1,0,
1048,Network_namespace,27,5,5439740,10,0,
1049,Id,0,6,1795,4,0,
1049,Relay_log_name,1,5,5439996,10,0,
1049,Relay_log_pos,2,6,1800,8,0,
1049,Master_log_name,3,5,5439996,10,0,
1049,Master_log_pos,4,6,1800,8,0,
1049,Checkpoint_relay_log_name,5,5,5439996,10,0,
1049,Checkpoint_relay_log_pos,6,6,1800,8,0,
1049,Checkpoint_master_log_name,7,5,5439996,10,0,
1049,Checkpoint_master_log_pos,8,6,1800,8,0,
1049,Checkpoint_seqno,9,6,1795,4,0,
1049,Checkpoint_group_size,10,6,1795,4,0,
1049,Checkpoint_group_bitmap,11,5,4130300,10,0,
1049,Channel_name,12,13,2163198,192,0,
1050,source_uuid,0,13,16712190,144,0,
1050,interval_start,1,6,1288,8,0,
1050,interval_end,2,6,1288,8,0,
1051,cost_name,0,12,2162959,192,0,
1051,cost_value,1,9,1028,4,0,
1051,last_update,2,3,525575,4,0,
1051,comment,3,12,2166799,3072,0,
1051,default_value,65540,9,9220,4,0,
1052,engine_name,0,12,2162959,192,0,
1052,device_type,1,6,1283,4,0,
1052,cost_name,2,12,2162959,192,0,
1052,cost_value,3,9,1028,4,0,
1052,last_update,4,3,525575,4,0,
1052,comment,5,12,2166799,3072,0,
1052,default_value,65542,9,9220,4,0,
1053,Host,0,13,721406,255,0,
1053,User,1,13,5439998,96,0,
1053,Proxied_host,2,13,721406,255,0,
1053,Proxied_user,3,13,5439998,96,0,
1053,With_grant,4,6,1281,1,0,
1053,Grantor,5,12,5443855,864,0,
1053,Timestamp,6,3,525575,4,0,
1058,variable,0,12,16716047,512,0,
1058,value,1,12,16715791,512,0,
1058,set_time,2,3,525319,4,0,
1058,set_by,3,12,16715791,512,0,
1090,id,0,6,1288,8,0,
1090,admin,1,3,4130576,1,0,
1090,create_time,2,6,1032,8,0,
1090,first_name,3,12,16715791,1020,0,
1090,last_name,4,12,16715791,1020,0,
1090,password,5,12,16715791,1020,0,
1090,user_name,6,12,16715791,1020,0,
1113,id,0,6,1288,8,0,
1113,admin,1,3,4130576,1,0,
1113,create_time,2,6,1032,8,0,
1113,first_name,3,12,16715791,1020,0,
1113,last_name,4,12,16715791,1020,0,
1113,password,5,12,16715791,1020,0,
1113,user_name,6,12,16715791,1020,0,
1114,id,0,6,1288,8,0,
1114,humidity,1,6,1283,4,0,
1114,room,2,12,16715791,1020,0,
1114,temp,3,6,1283,4,0,
1114,time,4,6,1032,8,0,
1115,id,0,6,1288,8,0,
1115,action,1,12,16715791,1020,0,
1115,time,2,6,1032,8,0,
1115,user_id,3,6,1032,8,0,
